cusip,first_year,last_year,null_count,total_values,percent_nulls
04546C205,1996,2024,33,348,9.482758620689655
46520M204,2007,2024,18,216,8.333333333333332
828730200,1985,2024,322,480,67.08333333333333
58470H101,1993,2024,40,384,10.416666666666668
345370860,1985,2024,85,480,17.708333333333336
03937C105,1985,2024,55,480,11.458333333333332
M70240102,1998,2024,27,324,8.333333333333332
538146101,1998,2024,27,324,8.333333333333332
40501V101,1985,1994,19,120,15.833333333333332
45881K104,1985,2004,33,240,13.750000000000002
651587107,1985,2024,62,480,12.916666666666668
001813104,1998,2002,15,60,25.0
55903Q104,2005,2024,20,240,8.333333333333332
00737L103,1985,1986,6,24,25.0
366651107,2003,2024,22,264,8.333333333333332
04013V108,2011,2024,35,168,20.833333333333336
126501105,1985,2024,57,480,11.875
19188J409,2014,2024,11,132,8.333333333333332
82982L103,2014,2024,11,132,8.333333333333332
87161C501,1985,2024,293,480,61.04166666666667
039697107,2012,2024,13,156,8.333333333333332
N90064101,2012,2024,13,156,8.333333333333332
192108504,1985,2024,60,480,12.5
57060D108,2003,2024,61,264,23.106060606060606
629579103,1985,2024,54,480,11.25
